Company Name,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03
Finolex Cables Ltd.,20853279690,22895019950,27483200300,31933735240,33294895410,32644903190,34281354180,40261282570,40131284130,38777770920,40934215690,43549478490,41148330770,37944251490,38166013540,39091296580,36506621650,35696043120,38349540760,39014826910,38686007320,35497221970,36399564110,43006543810,43824769310,53911119110,55646980680,60189279220,67928010080,67599190490,68708000740,63477475140,63263360060,67323899670,68134478200,79000818660,80461389400,78083182590,69786223120,71392086250,82258426710,82885478020,94088285040,1.03326E+11,1.08205E+11,1.12418E+11,1.0965E+11,1.03211E+11,1.07035E+11,1.04779E+11,88926582150,94745924230,83734291390,81096087690,76454378570,70099748780,69465050500,63500416040,61726319640,72715011580,67331546640,69679165580,67346840570,57321666510,56159327480,59386347660,58621650940,56228150190,56755790930,60770448740,49674699260,31161391540,39014826910,32514904750,43648889060,41255388310,42394786430,42165377420,42356551600,47227669740,52710545250,55991094200,59699873320,58262243480,55325808050,67530367780,79497871530,79834338090,71200912060,74496754950,71445615020,86724255580,80767268090,75926737830,63255713090,57757543640,61389853080,56694615190,57551075520,64930398920,70505038050,71805022480,79757868420,84514282050,83657821710,84720750160,1.07929E+11,1.24279E+11,1.36865E+11,1.22497E+11,1.31337E+11,1.61909E+11,1.68187E+11,1.71445E+11,1.37118E+11,1.47801E+11,1.63515E+11,1.68264E+11,1.40827E+11,1.53092E+11,1.61083E+11,2.19529E+11,2.38494E+11,2.34479E+11,2.22106E+11,2.16027E+11,1.87121E+11,1.75857E+11,1.80774E+11,1.53169E+11,1.24929E+11,1.39687E+11
Finolex Industries Ltd.,27636041350,31526431540,35770493570,34635020840,35751879270,40498527590,39822207760,34833573450,32438532590,36055912950,35863565110,35205859590,34163458390,34126229770,31818055690,34213096540,31892512920,32277208600,38885287640,37700176750,37309276300,39449921620,38109691510,45189332990,44897708850,48142803060,53038365840,58492357830,60297945630,55973221600,57474775710,54800520250,53981490730,61445827900,66726086360,71845020830,71733334990,75574087030,74928791050,75344510570,75834687330,78775747860,88883316640,80612359500,81865722850,80240073350,81046693330,81871927610,81344522250,76678535920,71708515910,71174905770,78384847410,65174894100,67836740020,68730226770,67576139720,63741592450,58889463050,60713665150,57555437710,61445827900,62910153400,65361037170,62494433870,73954642310,75108729350,72055982980,67780897100,69561665820,67396201420,48738460890,49842909780,52740536920,61805704510,57139718180,62711600790,62302086030,64833631800,78285571100,80171820900,71615444380,76082878090,78924662320,93847131880,1.05481E+11,1.14137E+11,1.09824E+11,1.04209E+11,1.29556E+11,1.36567E+11,1.31448E+11,1.28439E+11,1.03899E+11,94870918770,95956753360,96918492560,97414874080,84508954460,82368309140,94343513410,84757145220,83112881420,97756136380,1.16215E+11,1.07001E+11,1.04892E+11,1.05853E+11,1.0393E+11,1.10414E+11,1.0908E+11,1.23909E+11,1.48635E+11,1.38987E+11,1.19163E+11,1.28128E+11,1.30921E+11,1.37963E+11,1.3545E+11,1.52917E+11,1.65326E+11,1.9331E+11,2.01934E+11,1.97498E+11,1.93496E+11,1.72896E+11,1.88222E+11,1.66567E+11,1.56081E+11,1.27322E+11,1.05971E+11,1.11642E+11
Firstsource Solutions Ltd.,21045542540,20966267310,27151350030,25478421740,24695087460,26685938690,25886627830,23291441350,23080355710,18938380750,21244653030,20555091510,19793793960,20665966600,19805313100,22959864130,18887239820,17695590980,21583258690,29877796610,29061751840,25200914370,20227394590,22589715300,27598799260,26808001810,31315112320,31425266660,29608732980,27397623190,27347123000,24957144780,25625556000,26952130230,29819606530,28410557650,29516261720,22943288830,23251489490,24854502740,25979727520,28381225060,29920405620,29220729970,27992885050,28108660850,35306416140,36385709410,43854586830,49981195010,48539424630,49748191830,51995345940,42733561310,42195490750,36119111150,32400948480,33889658130,29918747910,32445503160,34934462000,37800163350,34200023320,34096071880,33472363250,32545779480,34078636190,29017109350,28505720470,30447716020,27753071200,19045545110,24457393990,21924926250,24776077750,33908197010,42909673100,50548120880,48661850370,55004497010,70598729070,60524093010,69301298330,79285700700,78523431960,99185315360,1.30239E+11,1.35718E+11,1.26373E+11,1.36262E+11,1.3776E+11,1.1821E+11,1.27619E+11,1.10578E+11,88448135820,87158702790,87123853250,77400831230,71720356000,77749326640,74891664250,73044638560,72382497280,76599291780,71302161500,75309858750,78516016550,73532532140,81408528480,93814965180,88726932150,1.00715E+11,1.13749E+11,1.16781E+11,1.08765E+11,1.23751E+11,1.28839E+11,1.42604E+11,1.43371E+11,1.3776E+11,1.47379E+11,1.27758E+11,1.4634E+11,1.90585E+11,2.11362E+11,2.16869E+11,2.37116E+11,2.55587E+11,2.62069E+11,2.33596E+11,2.41159E+11,2.37151E+11
Flexituff Ventures Intl. Ltd.,5623514160,6218213220,6187109710,5963164460,5673279770,5302525960,5755393030,5361000550,5249027930,5349803290,5577480960,6209504240,5582457530,5581213390,5893492600,5603607910,5859900810,5567527840,5588678230,5365977110,5088533830,4818555380,4992735020,5002688150,4837217490,4830996780,4970340500,4990246740,4923063170,4822287800,4899424500,4779987030,4381862140,4862100290,5094754530,4538623810,4467707820,3193708150,2948612510,2286729870,2041634230,1883628410,2036657670,1998089320,2715958270,1949567850,1748017120,1300126610,1516607030,1145853220,838550560,859700950,771366990,854724390,771366990,1321277000,1120970410,1306347310,1069960660,1069960660,1022683330,920663820,758925580,379462790,309790930,233898380,118193330,109484350,194085890,176667920,139343710,80869120,143076130,98287080,236386660,166714800,258781180,268734300,221456970,347115140,415542860,365777250,597187340,501388540,551154150,614605310,561107280,536224470,447890510,369509670,386927630,426740120,549910010,853480250,578525240,554886570,697962710,658150220,716624810,632023270,758925580,630779130,634511550,706671690,788784950,778831830,697962710,736588880,755406850,717770920,756750990,720459200,1004072800,1086065360,1272684200,1361726040,1582795430,1479936750,1136051030,1435415830,1091530120,968713790,927263280,2263197880,2364214310,2728888090,1907005030,1944423030,2319259470,1840374730,1148141750,952517830
Fortis Healthcare Ltd.,46116656190,48847285430,56437010500,54562718640,55557713090,54100024050,56228853050,49379577120,51392708900,52757936200,75041222410,76177771140,71653946910,80726933670,83110964760,88549861090,77741501150,78190700110,71806878720,76969512560,83385439110,82667597230,77503766930,81279313950,81117218450,74871429530,73046639050,79566277970,82609509180,77377612000,83775707970,85404673800,87090133960,95109841760,99794269260,93553382920,1.14055E+11,1.01045E+11,83999856220,80655417500,75729500010,74666538860,74614687100,75118866850,83212198890,72117953090,82881425510,63976369440,79046958640,76324178580,69944379760,72434057350,76097543020,70050228040,72853275330,1.1143E+11,1.06071E+11,1.0207E+11,1.0173E+11,1.02485E+11,1.04599E+11,94596255940,98220055050,90594977760,93728054070,1.02033E+11,1.10828E+11,1.0475E+11,99578979720,1.15848E+11,1.16301E+11,95237970370,95879684800,87310909820,92067146150,1.04184E+11,1.00258E+11,1.02146E+11,94822743390,1.13923E+11,1.1717E+11,1.21963E+11,1.19548E+11,1.5035E+11,1.5907E+11,1.71866E+11,1.83757E+11,1.89268E+11,2.19315E+11,1.98931E+11,1.84436E+11,2.11992E+11,2.24449E+11,2.04065E+11,1.85342E+11,2.1924E+11,2.01687E+11,1.79718E+11,1.8119E+11,2.10218E+11,2.22184E+11,1.9946E+11,2.09463E+11,2.19013E+11,2.15994E+11,2.12634E+11,2.01763E+11,1.96214E+11,1.96893E+11,2.07387E+11,2.3785E+11,2.61102E+11,2.50382E+11,2.56648E+11,2.43814E+11,2.91414E+11,3.16478E+11,3.26066E+11,3.08023E+11,3.17233E+11,3.31087E+11,3.58681E+11,3.58869E+11,3.78913E+11,4.16586E+11,4.64375E+11,4.71622E+11,4.97668E+11,5.43457E+11,4.83324E+11,4.62563E+11,5.27225E+11
Foseco India Ltd.,3353529620,3606114070,4743542420,4696601950,5478304530,6070329280,6039035630,7025424220,7958166560,8220330700,7668221320,6921324940,7365503160,7319520660,7315688780,9414917860,8302716020,7954654010,8882287180,8304631960,9014486880,8295052270,6954853850,7543366050,8921563900,8469083280,9065578550,9146047930,9114434960,8873026810,9273777110,8256733520,8034165420,8456310360,8565518810,8653332620,8578291730,8873984780,8718155180,8868236970,8791280140,8398193580,8808523580,9586713600,12696280490,11400148640,10261123680,9531470730,9855902850,9215021690,8448965930,8524964800,9829079720,8474831090,8380950150,8822573790,9129762460,8828002280,8655248560,8712726690,8941042600,8375202330,8205961170,7701430910,7840655710,8208196430,8958924690,8484730100,8345505300,8995008180,8114634810,5759628050,6448726980,6374644050,6530792970,6665866580,7973494060,7976687290,7426813170,7456190880,8373286390,7955931300,7792757270,7300361280,8486965370,8873026810,10050689850,10264316900,9598209230,9388414050,9595654650,8922521870,9075796880,9286550030,8385420670,8838859260,9509437450,10013329070,9960960100,11691051850,11543524640,12617407720,12739389090,12848916860,12363865300,12504048080,14319399050,14044461990,15302275090,17648340800,16313890190,21396234260,23378591140,21706935500,21320235400,22194860960,24476423440,23642032570,22202524710,18598007250,23720905340,23144527420,26848354310,30378469530,31276405660,30125246430,29807839410,28267425500,25773513260,24511229640,22436588440,21932696820
Future Enterprises Ltd.,28419421490,26595311270,29045447490,26994672680,28462304690,27062898410,27592449670,32463662600,40773738910,45705419720,44229798690,38288482450,44928777070,47336369270,39919432000,47219872880,44521039680,47297537140,46113157110,64966157340,57895707180,54652304590,47395245270,49920401780,56175020220,11425444570,10755900560,9524803510,7494573280,6976216630,7386582310,7105805790,7234168110,9551701000,12129144130,13112160040,13393908930,12093529420,13849041760,16514819750,20112536390,22149797620,23318073230,24583941230,21996157940,19340275100,18545780230,16253095030,17388087700,18100558130,16828749780,16874171510,21393633320,15761339200,17691762590,18395799350,17351099640,16465375960,15193567610,17464653950,15375254520,15852182650,16011158700,10787660110,11173744790,9288743130,11264588250,12146641710,9894736220,10850090060,8325226340,3935147970,5709376530,4617543570,7506351620,7392619020,9599031460,5868602170,4230852730,4708529650,5231699610,5368178730,4640290090,3616696690,4390078370,4344585330,5345432210,4708529650,3798668850,4071627090,3980641010,3957894490,4412824890,4503810970,4367331850,2661342850,2047186800,1296551640,1364791200,1296551640,818874720,818874720,796128200,727888640,750635160,659649080,477676920,204718680,318451280,295704760,363944320,409437360,363944320,454930400,341197800,432183880,363944320,386690840,318451280,272958240,318451280,341197800,354845710,354845710,386690840,395789450,318451280,341197800,304803370,263859630,250211720,241113110
Future Lifestyle Fashions Ltd.,12502204420,14674820030,17409694210,16166752710,14983404300,15068537280,15987973460,14812211830,15836311960,13397739780,13788778750,12615661850,14677218870,15976406770,13626377780,16308064090,13057822380,13484238930,13095726070,16298588160,15897321310,16030035980,13424562030,15074190410,17235772430,19949284610,22796470800,23822998720,24439928970,25113565750,26766273930,24762127800,24567752780,32044481880,36129607050,52833241440,54861716600,61269063160,60879298760,59529383010,68493964320,64036974360,66974973630,69979359910,65819248320,70453119690,76175055490,76489238320,82430150040,85314919670,83390034410,81317415430,84750212330,77349763490,71968308710,77677917740,81902172530,83001465260,83487877970,95270258900,93655343860,89607856330,91540020270,87606165560,83141904610,84709716560,82656635630,82539080650,81058711750,83415245300,70242222090,23799346390,31416347880,30800934520,29923213810,23204110510,30831200750,18008407500,15355067910,19017281870,17584680270,17756188910,15889771330,9866791340,11874451330,11622232740,15455955350,14255394850,10108921190,11894628820,11107706810,10462027220,10270341090,10371228520,10794955760,6920878180,3742923910,2996356880,3349462910,3238486730,2602895870,1614198990,1402335370,1029051860,1967305020,1462867840,1089584320,958430650,1220737990,988696880,968519400,1129939290,928164420,564969650,605324620,595235880,585147130,585147130,554880900,413638490,393461000,413638490,486277450,484259700,466099960,449957970,429780480,464082210,405567500,395478750,349070530,250200840
Future Market Networks Ltd.,692594630,818267050,762412640,843401530,619983910,636740230,650703830,597642140,614398470,639532950,675838310,606020310,614398470,720521840,706558240,793132570,846194250,795925290,1052855550,2088954780,1999693150,1881733730,1235765430,1384619000,1437981590,1286319470,1665474780,1423938800,1777817090,1572792370,1904202190,1828371130,2001155040,2640061080,3039729170,4134594590,4660918070,3909429470,3968535310,4027641160,8395844560,8122831850,8080613390,7799156980,7939885190,7208098530,5857107790,6307438040,7205283970,6769026540,5572836820,5671346560,5119692010,3701151730,3568867220,3180457380,3425324450,2687908670,2147512370,2395194010,2243207550,2206618220,2116552170,1258110130,1595857820,1616997110,2201072570,1631383200,1519171660,1455872840,1136501520,494881680,1030044420,972500040,1611242670,1429977870,1608365450,920710100,900569560,975377260,1101974900,1202677560,1018535540,687655350,917832880,874674590,1110606550,756708610,451723390,543794400,486250020,477618360,540917180,538039960,555303280,463232270,388424570,279090250,284844690,276213030,267581370,273335810,290599120,304985220,304985220,290599120,287721900,230177520,302108000,261826930,276213030,296353560,353897940,348143510,336634630,319371310,353897940,494881680,382670130,322248530,348143510,431582860,378066580,375189360,640468960,569113930,803895000,1074353590,1578573240,1139507920,1156488350,929678360
G A I L (India) Ltd.,4.69463E+11,4.79231E+11,5.87368E+11,5.52993E+11,5.62443E+11,5.70117E+11,6.70771E+11,6.19271E+11,5.64219E+11,5.36566E+11,5.24198E+11,4.91916E+11,4.57032E+11,4.93247E+11,4.97497E+11,4.50246E+11,3.75596E+11,3.83461E+11,3.91262E+11,4.63121E+11,4.75806E+11,4.67561E+11,3.87076E+11,4.52085E+11,4.57096E+11,4.69907E+11,4.88554E+11,4.84241E+11,4.86968E+11,4.75235E+11,5.47855E+11,5.38786E+11,5.57115E+11,5.93838E+11,6.55676E+11,6.37537E+11,7.17028E+11,7.002E+11,6.11322E+11,6.37198E+11,6.3982E+11,7.08741E+11,7.86794E+11,7.92206E+11,8.4506E+11,8.09458E+11,7.73771E+11,7.40904E+11,7.33124E+11,7.91304E+11,7.67288E+11,8.4599E+11,8.39337E+11,8.54672E+11,8.4396E+11,7.73602E+11,8.12502E+11,7.49022E+11,7.71234E+11,7.83975E+11,8.02692E+11,8.14081E+11,7.03469E+11,5.81132E+11,5.85416E+11,6.06614E+11,6.19468E+11,5.68503E+11,5.45953E+11,5.43247E+11,4.70859E+11,3.45251E+11,4.31621E+11,4.16512E+11,4.60711E+11,4.35905E+11,4.31395E+11,3.9148E+11,3.82235E+11,4.62966E+11,5.55875E+11,5.65121E+11,6.39538E+11,6.01672E+11,6.09221E+11,7.1024E+11,6.64504E+11,6.19656E+11,6.48962E+11,7.05355E+11,6.60951E+11,5.76362E+11,5.73698E+11,6.40748E+11,6.4319E+11,6.91146E+11,7.06687E+11,6.53625E+11,5.92636E+11,6.42606E+11,5.96581E+11,5.72362E+11,6.00307E+11,6.22991E+11,6.31538E+11,6.25621E+11,6.74934E+11,6.91372E+11,7.05508E+11,6.8907E+11,6.90714E+11,7.83094E+11,7.56136E+11,8.17942E+11,7.85724E+11,8.67256E+11,1.06582E+12,1.13486E+12,1.19831E+12,1.19042E+12,1.37485E+12,1.34329E+12,1.44356E+12,1.5844E+12,1.56284E+12,1.57993E+12,1.31495E+12,1.31147E+12,1.25571E+12,1.16458E+12,1.02598E+12,1.20351E+12
G B Global Ltd.,7630093360,7784119550,8052423250,7848711190,7737746080,7979550640,8231292380,9879207050,9561217490,9294569990,8653622270,8951737490,8907020210,8377037600,8537688580,8633747920,8595655420,9057734010,8895426840,8676809010,10217070960,9705306510,9082576940,9721868470,10627807490,10016671290,3504510000,2080181740,3757907930,1046715650,934094350,867846520,1182523690,1003654560,973843040,644260110,690633590,485265330,453797610,326270540,233523590,258366520,256710330,246773150,317989560,250085540,208680650,165619570,192118700,183837720,149057610,140776630,198743480,163963370,158994780,147401410,155682390,109308910,77841200,,,,23034350,64297320,58994450,50874430,43914410,37782960,31154370,25685790,17897190,12428610,25520070,15411470,15908620,16074330,30491510,26348650,22868640,17068620,24857210,23697210,22371490,24194350,22868640,30822940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G E Power India Ltd.,30709508750,32907847050,34699459160,35741484960,32749862500,32094394660,35674257490,39576812180,42793646670,46978556730,45751655390,49042440090,48188651210,49217231520,48380249510,55297956270,45156692270,41654141030,41607081800,39102858510,46444098340,43052472430,37781838700,40837327260,42595325630,41230607960,41768427730,41623888670,41264221700,37022168280,34682652290,31546490770,32164983500,38988571810,40484383040,39516307450,44736520580,42000362510,41701200260,48104616870,44511308550,45630645940,45714680280,45082742050,48907985150,63173654500,56491243880,62891299120,57143350350,57708061110,53556764770,54242484980,51119768950,50144970620,55839137410,54884507320,56141661030,51889523490,54148366520,54403830910,60887920480,59398832000,58420672300,51687841080,51613890860,53697942460,50363459900,46753344710,50104634140,46393677740,47284441730,31933048720,30017065800,25798542000,30188495850,32632214420,31983469330,28702768740,13778270180,18427049800,19432100490,17909398270,18460663540,19294284180,17472419710,19072433520,23758188250,22363218230,21996828510,20494294530,19462352850,15539629920,16907708960,16060642820,10295887180,10221936970,11899262370,11512704410,8756378100,9163104300,9842101750,9774874280,9428652810,10178239110,9415207310,8635368650,7620233840,6668965120,8773184970,8440408980,10554712950,10894211680,11203458040,11284131010,11754723300,15304333770,15294249650,16621992200,20238830140,17852254920,23059022550,20840516010,27822088870,33163311440,28380076880,26669137750,22978349590,28175033100,25462404640,19502689340,15781648820,16790733160
G E Vernova T & D India Ltd.,70387192470,78747111840,88694519720,84777007740,84060077440,89411450020,96043055280,1.21558E+11,1.20316E+11,1.21725E+11,1.34284E+11,1.49736E+11,1.32952E+11,1.35564E+11,1.37279E+11,1.43681E+11,1.35116E+11,1.31441E+11,1.34578E+11,1.25258E+11,1.21366E+11,1.14773E+11,92023124680,1.12289E+11,97476915870,84981844970,90998938540,88451275520,81819670260,85762786900,87836763830,83151112240,76506704660,78619088570,76429890700,84072879770,87951984770,91805485120,87823961500,1.01036E+11,1.04621E+11,99832544000,1.00114E+11,1.08871E+11,1.13441E+11,1.1051E+11,1.0439E+11,1.04339E+11,96811194880,79297611890,74279099800,71577808860,70502413410,60362970630,59095540280,59236365870,74932018470,75175262680,74023053270,70694448310,65304668750,66866552620,60695831120,39636003620,38547805840,48674446300,52604760620,40839422330,37690049950,42721364360,30853607470,18409745870,21840769440,15145152550,19254699430,21354281020,26680048950,23069792800,20765373990,25412618600,30008653900,29803816670,32735549500,29778212020,29432549200,33746933310,35974538170,36678666140,36153770740,32927584400,32761154150,29624584100,34220619400,31212072620,22647316020,23466664930,32453898310,26552025680,25002944140,29355735240,34540677570,32005816880,32786758810,33554898410,29534967810,30187886480,25783886070,30533549300,45115399470,45614690210,56151005130,64882191970,84674589120,1.13339E+11,1.01202E+11,1.09063E+11,1.28881E+11,1.74598E+11,2.33361E+11,2.17191E+11,2.92712E+11,3.48313E+11,3.81945E+11,4.05847E+11,4.38761E+11,4.30414E+11,4.57274E+11,4.49669E+11,5.31527E+11,4.57683E+11,3.42667E+11,3.99113E+11
G F L Ltd.,35173970000,44395877500,52266630000,57698712500,57094537500,74170720000,84562530000,81420820000,83952862500,79366625000,82513827500,77526637500,68442042500,70084300000,69578990000,77905620000,72544940000,75554830000,70930145000,65141050000,59522222500,52574210000,48861280000,56743017500,61131525000,54013245000,57704205000,69447170000,65053170000,57468027500,57934890000,53617785000,51096727500,52524777500,57742652500,83491492500,85095302500,73500635000,81190135000,85413867500,78625137500,74225645000,1.02139E+11,96025377500,1.00106E+11,91527020000,84985452500,87495525000,93663602500,86133385000,81261537500,83326717500,84985452500,89489302500,97233727500,97997185000,99837172500,94806042500,99914067500,1.21357E+11,1.14348E+11,1.15535E+11,1.00699E+11,99622965000,4932265000,8689135000,9243877500,7074340000,9430622500,15466880000,15137330000,9018685000,9414145000,8024542500,11193715000,8733075000,10435750000,10496167500,8716597500,9145012500,9881007500,9721725000,10397302500,8013557500,7700485000,8485912500,7678515000,8343107500,7255592500,8134392500,8513375000,7931170000,7964125000,7502755000,6810700000,8667165000,7953140000,7299532500,7332487500,7497262500,7832305000,7684007500,7370935000,7348965000,7228130000,6744790000,6486642500,5228860000,5800080000,6058227500,6135122500,6041750000,9304295000,9540472500,9924947500,10715867500,10677420000,10276467500,9145012500,7447830000,9018685000,7651052500,8760537500,8757242000,8945085500,9595397500,9932637000,10730148000,9553654500,8146476000,6514105000,5613335000
G H C L Ltd.,3660705870,4420852440,5441049160,5896136910,9151764670,9596850490,8551648950,8326605560,7216391480,7501446450,7021353880,6156187050,7731490810,8196580490,7651475380,9001735740,11547226570,13637629650,14492794540,13862673040,13422588180,11862287320,9911911240,11512219820,13187542860,17038285370,18593585270,22834402990,25214862000,25219862960,27820364400,24664755930,24734769430,27710343190,26346157590,26402872640,25759359180,23878734990,22063095480,23048735690,23363424580,20389721700,22154055240,27590274600,30970862620,30069697220,28218654790,25179048270,26927796250,27663342060,26815067050,24291353690,25148926190,21360905930,22306336480,22129885560,24046338560,24536479990,21776983730,24129662600,24825663430,25590284060,23497380150,20418542160,18886414900,20718092680,21248444430,20001135690,18100708610,18252939200,16266274560,8470434450,9976395030,10090410970,13045324170,13140337450,15216377750,15069107160,14902833910,16147507960,19510978280,19401713000,20427856490,21805549140,22423135500,24845974290,25781855160,35570610720,35451422230,42474007620,40252334310,37615885080,35923408630,41444219130,39418014930,52209322870,59045974230,61915692880,53972514060,61566804760,57174637900,62106864450,61800989940,55200791410,48786985170,46975634530,49188445480,48132222540,46325651180,46296975450,49250576240,50779948810,59406566000,58837830570,55564017400,52696443820,55615635870,55955456020,48871881050,42429656790,49130335810,48255624400,53957821910,53622680160,66851203850,65295188570,57132093070,57606079260,69278587670,70001536310,55346266310,58874830170
G M Breweries Ltd.,1173037830,1429449770,1542916740,1279135290,1195497270,1288493390,1149876540,1112444140,1061559470,1425355610,1252230760,1326510670,1335868770,1296096850,1585028190,3794124670,4125167460,5739439710,7659019970,8708296930,9244048160,9700255530,8496569920,10852471590,8719409670,8933329840,9829660340,7534001470,8368188340,9444369820,7958771470,8063318990,7512068430,6805824330,7098264950,6922069480,6545552180,6073991680,6222405290,6288935530,6009654740,6350348060,11073264080,11079112890,13801003960,12866656180,13393049290,14323010470,16167579680,15679385970,16569502070,13093114350,14086498540,11381422910,11001250120,12256916980,13946675370,9211879150,9886320300,11998289820,10012435320,9423898590,9529908310,7204091600,6430037870,7801767100,7114531670,7872135620,8234030870,7372244950,7137378590,5649587000,6838540840,7306445820,7315584580,6851335120,7081632100,7166622650,6865957150,7819130760,7587006020,7347570280,7733226330,7616250080,7205919360,7873049490,10836752280,10639354870,10034368360,11186767130,13995110850,12383031990,14900762850,12600534700,11259877280,13046506620,11604408880,10781005790,10704240130,10646665880,11121881870,11248910760,10704240130,10823958000,11420719620,10480340290,9937497410,9770257940,10381641580,10254612690,10633871610,10979317080,10902551420,13280459110,11665638630,11915127020,12894803060,11894107850,11251652390,11587959090,14293948590,14097693840,14504369070,18767604900,20053886660,21230503200,18213567020,18414619940,18564267280,16367535640,13762986420,14239344760
G M R Airports Ltd.,96727004330,1.29813E+11,1.34094E+11,1.16663E+11,1.10558E+11,76539891500,94421005760,84608199150,74795392550,84172074410,81773388360,87910286460,78113055740,74935575500,74141205450,74141205450,65883996040,81787058480,79070883100,99894894300,98989502510,78467288570,65791803500,70016965190,76052910460,67904384340,80579869420,86314017430,82088855740,76656504990,82994247530,72431343300,71525951510,76656504990,95971529870,96575124400,1.0412E+11,90840976390,1.18606E+11,1.13476E+11,1.03818E+11,98989502510,1.1589E+11,1.1076E+11,1.35507E+11,1.31282E+11,1.14381E+11,1.01706E+11,1.23737E+11,1.09552E+11,92349962710,1.07138E+11,1.27358E+11,97782313460,1.01706E+11,97178718930,98989502510,91746368180,97782313460,1.19512E+11,1.00498E+11,93557151760,89935584600,90237381860,90840976390,1.02611E+11,1.25246E+11,1.32187E+11,1.26755E+11,1.37921E+11,1.20719E+11,98687705250,1.03215E+11,1.14381E+11,1.21021E+11,1.31282E+11,1.42147E+11,1.39129E+11,1.41241E+11,1.61763E+11,1.59953E+11,1.43957E+11,1.57236E+11,1.46673E+11,1.38525E+11,1.57236E+11,1.91943E+11,1.71421E+11,1.75344E+11,2.31479E+11,2.44758E+11,2.26952E+11,2.76144E+11,2.54113E+11,2.28762E+11,2.23028E+11,2.27253E+11,2.29366E+11,2.05826E+11,2.26348E+11,2.16992E+11,2.14578E+11,2.26046E+11,2.58942E+11,2.39929E+11,2.31479E+11,2.28762E+11,2.44758E+11,2.75541E+11,2.44456E+11,2.63771E+11,3.11153E+11,3.7272E+11,3.59441E+11,3.29563E+11,3.6095E+11,4.86195E+11,4.72916E+11,5.07019E+11,4.92533E+11,5.13961E+11,5.10641E+11,5.82891E+11,1.07416E+12,9.97612E+11,9.93177E+11,8.37538E+11,8.78612E+11,8.29513E+11,7.67321E+11,7.33532E+11,7.99631E+11
G O C L Corpn. Ltd.,12051072320,15823538810,8521511030,7646556580,6593141170,7688693200,8548775900,7948948770,7614334460,8298434830,7941512900,7316899520,7953906020,7411087250,7292113280,8129888360,6677414400,7096301940,7292113280,7088866070,7202882800,7086387450,6248612360,6662542660,7202882800,7748180190,8695014750,10090480340,12901240520,15074994210,17801481160,12921069520,13409358550,14651149420,17144645670,18490538770,20775830560,21915997830,20324720900,21878818460,25467866740,27078972660,26147009850,25492652980,28427344390,29693921510,28159652940,24677185520,24967184590,22748815660,18163360340,19744722770,16639006270,13463888280,14760208900,14765166150,14628841800,11870132730,12955770260,15446787880,16155674490,13902604820,13478760030,12068422690,13615084380,14752773020,13627477500,14497474700,13664656870,14145510020,13515939400,6295706230,7931598400,7073994320,8625613260,7663906950,9840139260,9007321430,8747065860,10348257290,9649285180,11017485900,11887483100,10821674570,9956634620,11024921780,13545682890,14237219130,13384572300,13196196840,15575676360,14264484000,15166703320,15830974680,12901240520,13644827870,13161496090,13201154090,13067308360,14180210760,15642599220,13828246090,13166453340,17315670760,18153445840,17171910540,15615334350,14604055550,15989606650,15726872450,15479010000,21417794300,21249247840,23326335170,30159902920,26570854640,25703336060,24553254300,23596505240,22535653950,21145145610,18859853820,23093344470,22054800800,23983170660,20877454160,20391643760,19055665160,18007206990,17838660530,14279355740,13602691260
